source,lang,expression,head,modifier,label,compositionality_score,compositionality_type,compositionality_token,raw_paraphrase,original_split,row_id,label_raw,label_norm,label_binary,contribution_label,compositionality_score_norm,compositionality_bin,paraphrase_candidates_maggie,wordnet_synonyms,wordnet_synonym1,paraphrase1_gpt55pro20260423,paraphrase1_gpt5nano20250807,canonical_paraphrase,paraphrase_candidates,has_paraphrase,split_701020,split_source
semeval_a,eng,lotus position,,,0.0,,,,,train,1318,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,padmasana|pose,,,padmasana,pose,padmasana,padmasana|pose,1,train,generated
semeval_a,eng,lotus position,,,0.0,,,,,train,1319,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,padmasana|pose,,,padmasana,pose,padmasana,padmasana|pose,1,train,generated
semeval_a,eng,lotus position,,,0.0,,,,,train,1320,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,padmasana|pose,,,padmasana,pose,padmasana,padmasana|pose,1,train,generated
semeval_a,eng,lotus position,,,0.0,,,,,train,1321,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,padmasana|pose,,,padmasana,pose,padmasana,padmasana|pose,1,train,generated
semeval_a,eng,lotus position,,,0.0,,,,,train,1322,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,padmasana|pose,,,padmasana,pose,padmasana,padmasana|pose,1,train,generated
semeval_a,eng,lotus position,,,0.0,,,,,train,1323,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,padmasana|pose,,,padmasana,pose,padmasana,padmasana|pose,1,train,generated
semeval_a,eng,lotus position,,,0.0,,,,,train,1324,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,padmasana|pose,,,padmasana,pose,padmasana,padmasana|pose,1,train,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1325,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1326,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1327,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1328,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1329,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1330,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1331,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1332,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1333,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1334,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1335,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1336,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1337,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1338,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,0.0,,,,,train,1339,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,1.0,,,,,train,1340,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,1.0,,,,,train,1341,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,1.0,,,,,train,1342,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,smoke screen,,,1.0,,,,,train,1343,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,smokescreen|cover|deception,smokescreen,smokescreen,cover,deception,smokescreen,smokescreen|cover|deception,1,test,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1344,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1345,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1346,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1347,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1348,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1349,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1350,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1351,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1352,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1353,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1354,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1355,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1356,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1357,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1358,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1359,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,injury time,,,0.0,,,,,train,1360,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,overtime|stoppage,,,overtime,stoppage,overtime,overtime|stoppage,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1361,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1362,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1363,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1364,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,1.0,,,,,train,1365,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,1.0,,,,,train,1366,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,1.0,,,,,train,1367,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,1.0,,,,,train,1368,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,1.0,,,,,train,1369,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,1.0,,,,,train,1370,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,1.0,,,,,train,1371,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1372,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1373,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1374,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1375,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1376,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1377,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1378,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1379,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1380,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,white noise,,,0.0,,,,,train,1381,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,static,,,static,static,static,static,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1382,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1383,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,1.0,,,,,train,1384,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,1.0,,,,,train,1385,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,1.0,,,,,train,1386,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1387,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1388,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1389,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1390,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1391,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1392,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1393,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1394,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1395,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1396,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1397,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1398,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1399,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1400,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1401,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,0.0,,,,,train,1402,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,hard shoulder,,,1.0,,,,,train,1403,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,shoulder|emergency,,,shoulder,emergency,shoulder,shoulder|emergency,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1404,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1405,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1406,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1407,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1408,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1409,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1410,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1411,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1412,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1413,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1414,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1415,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1416,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1417,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1418,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1419,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1420,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,1.0,,,,,train,1421,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,1.0,,,,,train,1422,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,melting pot,,,0.0,,,,,train,1423,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,crucible|amalgam|assimilation,crucible,crucible,amalgam,assimilation,crucible,crucible|amalgam|assimilation,1,train,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1424,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1425,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1426,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1427,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1428,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1429,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1430,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1431,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1432,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1433,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1434,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1435,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1436,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1437,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1438,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,1.0,,,,,train,1439,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,1.0,,,,,train,1440,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,1.0,,,,,train,1441,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,grass root,,,0.0,,,,,train,1442,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,grassroots|base,,,grassroots,base,grassroots,grassroots|base,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1443,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1444,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1445,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1446,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1447,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1448,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1449,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1450,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1451,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1452,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1453,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1454,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1455,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,0.0,,,,,train,1456,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
