uid,dataset,source_file,source_row_id,lang,split_original,expression,expression_norm,sentence,target_span_text,context_type,w1,w2,modifier,head,has_head_mod,paraphrase_raw,paraphrases_json,canonical_paraphrase,paraphrase_count,has_paraphrase,label_raw,label_binary,label_contribution,compositionality_score,compositionality_bin,stratify_key,row_group_id,notes,split
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:213,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,213,EN,,polo shirt,polo shirt,we went to guernsey last september we were all decked out in a specific tour polo shirt . we looked the best team there and everyone knew who we were ( this,polo shirt,unknown,we went to guernsey last september we were all decked out in a specific tour polo . we looked the best team there and everyone knew who we were ( this,polo shirt,we went to guernsey last september we were all decked out in a specific tour polo . we looked the best team there and everyone knew who we were ( this,polo shirt,True,we went to guernsey last september we were all decked out in a specific tour blouse shirt . we looked the best team there and everyone knew who we were ( this,"[""we went to guernsey last september we were all decked out in a specific tour blouse shirt . we looked the best team there and everyone knew who we were ( this""]",we went to guernsey last september we were all decked out in a specific tour blouse shirt . we looked the best team there and everyone knew who we were ( this,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:polo shirt,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:214,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,214,EN,,prison guard,prison guard,"this man , a dangerous psychopath , kills a prison guard and escapes .",prison guard,unknown,"this man , a dangerous psychopath , kills a prison and escapes .",prison guard,"this man , a dangerous psychopath , kills a prison and escapes .",prison guard,True,"this man , a dangerous psychopath , kills a jail guard and escapes .","[""this man"", ""a dangerous psychopath"", ""kills a jail guard and escapes .""]",this man,3,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:prison guard,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:215,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,215,EN,,prison term,prison term,failure to pay will result in a 5 year prison term .,prison term,unknown,failure to pay will result in a 5 year prison .,prison term,failure to pay will result in a 5 year prison .,prison term,True,failure to pay will result in a 5 year jail term .,"[""failure to pay will result in a 5 year jail term .""]",failure to pay will result in a 5 year jail term .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:prison term,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:217,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,217,EN,,public service,public service,"needs to be improved . the freeing - up of radio spectrum for new applications and modernising public services both need to be sped up too , the authors say . reding added :",public service,unknown,"needs to be improved . the freeing - up of radio spectrum for new applications and modernising public both need to be sped up too , the authors say . reding added :",public services,"needs to be improved . the freeing - up of radio spectrum for new applications and modernising public both need to be sped up too , the authors say . reding added :",public services,True,"needs to be improved . the freeing - up of radio spectrum for new applications and modernising open services both need to be sped up too , the authors say . reding added :","[""needs to be improved . the freeing - up of radio spectrum for new applications and modernising open services both need to be sped up too"", ""the authors say . reding added :""]",needs to be improved . the freeing - up of radio spectrum for new applications and modernising open services both need to be sped up too,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:public service,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:218,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,218,EN,,radio station,radio station,the times educational supplement ) and as a broadcaster for the bbc and various independent radio stations . he was the editor of books for keeps from 1989 till 1996 when it,radio station,unknown,the times educational supplement ) and as a broadcaster for the bbc and various independent radio . he was the editor of books for keeps from 1989 till 1996 when it,radio stations,the times educational supplement ) and as a broadcaster for the bbc and various independent radio . he was the editor of books for keeps from 1989 till 1996 when it,radio stations,True,the times educational supplement ) and as a broadcaster for the bbc and various independent transmission stations . he was the editor of books for keeps from 1989 till 1996 when it,"[""the times educational supplement ) and as a broadcaster for the bbc and various independent transmission stations . he was the editor of books for keeps from 1989 till 1996 when it""]",the times educational supplement ) and as a broadcaster for the bbc and various independent transmission stations . he was the editor of books for keeps from 1989 till 1996 when it,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:radio station,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:220,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,220,EN,,radioactive waste,radioactive waste,the london dumping convention halted all ocean dumping of radioactive waste .,radioactive waste,unknown,the london dumping convention halted all ocean dumping of radioactive .,radioactive waste,the london dumping convention halted all ocean dumping of radioactive .,radioactive waste,True,the london dumping convention halted all ocean dumping of dangerous waste .,"[""the london dumping convention halted all ocean dumping of dangerous waste .""]",the london dumping convention halted all ocean dumping of dangerous waste .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:radioactive waste,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:221,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,221,EN,,rainy season,rainy season,thailand ' s monsoons arrive around july and last into november ( the ' rainy season ' ) .,rainy season,unknown,thailand ' s monsoons arrive around july and last into november ( the ' rainy ' ) .,rainy season,thailand ' s monsoons arrive around july and last into november ( the ' rainy ' ) .,rainy season,True,thailand ' s monsoons arrive around july and last into november ( the ' drizzly season ' ) .,"[""thailand ' s monsoons arrive around july and last into november ( the ' drizzly season ' ) .""]",thailand ' s monsoons arrive around july and last into november ( the ' drizzly season ' ) .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:rainy season,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:222,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,222,EN,,rat race,rat race,. some people have felt the light commanding them to opt out of the rat race ' perhaps to abandon a status - driven career path in favour of work that embodies,rat race,unknown,. some people have felt the light commanding them to opt out of the rat ' perhaps to abandon a status - driven career path in favour of work that embodies,rat race,. some people have felt the light commanding them to opt out of the rat ' perhaps to abandon a status - driven career path in favour of work that embodies,rat race,True,. some people have felt the light commanding them to opt out of the mouse race ' perhaps to abandon a status - driven career path in favour of work that embodies,"["". some people have felt the light commanding them to opt out of the mouse race ' perhaps to abandon a status - driven career path in favour of work that embodies""]",. some people have felt the light commanding them to opt out of the mouse race ' perhaps to abandon a status - driven career path in favour of work that embodies,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:rat race,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:223,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,223,EN,,rat run,rat run,indicates that the problem in brookside is that it is used as a cut - through ( rat run ) . by far the majority of motor vehicles using this narrow street are not,rat run,unknown,indicates that the problem in brookside is that it is used as a cut - through ( rat ) . by far the majority of motor vehicles using this narrow street are not,rat run,indicates that the problem in brookside is that it is used as a cut - through ( rat ) . by far the majority of motor vehicles using this narrow street are not,rat run,True,indicates that the problem in brookside is that it is used as a cut - through ( mouse run ) . by far the majority of motor vehicles using this narrow street are not,"[""indicates that the problem in brookside is that it is used as a cut - through ( mouse run ) . by far the majority of motor vehicles using this narrow street are not""]",indicates that the problem in brookside is that it is used as a cut - through ( mouse run ) . by far the majority of motor vehicles using this narrow street are not,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:rat run,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:227,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,227,EN,,rice paper,rice paper,rice paper is a thinner paper which is also used in the manufacture of chinese and japanese lanterns .,rice paper,unknown,rice is a thinner paper which is also used in the manufacture of chinese and japanese lanterns .,rice paper,rice is a thinner paper which is also used in the manufacture of chinese and japanese lanterns .,rice paper,True,grain paper is a thinner paper which is also used in the manufacture of chinese and japanese lanterns .,"[""grain paper is a thinner paper which is also used in the manufacture of chinese and japanese lanterns .""]",grain paper is a thinner paper which is also used in the manufacture of chinese and japanese lanterns .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:rice paper,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:228,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,228,EN,,rock bottom,rock bottom,has been an acceptable outturn for this season for most of us since we hit rock bottom at xmas . some fans were talking about the club being relegated and being better,rock bottom,unknown,has been an acceptable outturn for this season for most of us since we hit rock at xmas . some fans were talking about the club being relegated and being better,rock bottom,has been an acceptable outturn for this season for most of us since we hit rock at xmas . some fans were talking about the club being relegated and being better,rock bottom,True,has been an acceptable outturn for this season for most of us since we hit mineral bottom at xmas . some fans were talking about the club being relegated and being better,"[""has been an acceptable outturn for this season for most of us since we hit mineral bottom at xmas . some fans were talking about the club being relegated and being better""]",has been an acceptable outturn for this season for most of us since we hit mineral bottom at xmas . some fans were talking about the club being relegated and being better,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:rock bottom,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:231,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,231,EN,,rush hour,rush hour,subway stations also were hit in up to seven apparently coordinated blasts in the morning rush hour . trackback uri rss feed for comments on this post 1 comment ?? trackback by,rush hour,unknown,subway stations also were hit in up to seven apparently coordinated blasts in the morning rush . trackback uri rss feed for comments on this post 1 comment ?? trackback by,rush hour,subway stations also were hit in up to seven apparently coordinated blasts in the morning rush . trackback uri rss feed for comments on this post 1 comment ?? trackback by,rush hour,True,subway stations also were hit in up to seven apparently coordinated blasts in the morning hurry hour . trackback uri rss feed for comments on this post 1 comment ?? trackback by,"[""subway stations also were hit in up to seven apparently coordinated blasts in the morning hurry hour . trackback uri rss feed for comments on this post 1 comment ?? trackback by""]",subway stations also were hit in up to seven apparently coordinated blasts in the morning hurry hour . trackback uri rss feed for comments on this post 1 comment ?? trackback by,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:rush hour,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:234,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,234,EN,,sex bomb,sex bomb,i had almost forgotten dressing as a sex bomb at the holiday camp .,sex bomb,unknown,i had almost forgotten dressing as a sex at the holiday camp .,sex bomb,i had almost forgotten dressing as a sex at the holiday camp .,sex bomb,True,i had almost forgotten dressing as a sexuality bomb at the holiday camp .,"[""i had almost forgotten dressing as a sexuality bomb at the holiday camp .""]",i had almost forgotten dressing as a sexuality bomb at the holiday camp .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:sex bomb,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:235,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,235,EN,,shelf life,shelf life,it ' s done merely to maintain the visual appearance and extend the shelf life .,shelf life,unknown,it ' s done merely to maintain the visual appearance and extend the shelf .,shelf life,it ' s done merely to maintain the visual appearance and extend the shelf .,shelf life,True,it ' s done merely to maintain the visual appearance and extend the support life .,"[""it ' s done merely to maintain the visual appearance and extend the support life .""]",it ' s done merely to maintain the visual appearance and extend the support life .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:shelf life,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:236,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,236,EN,,shrinking violet,shrinking violet,"vehicle to the family fleet of conventional cars . it definitely is not for the shrinking violet , you attract attention driving the solo , its very bright and in your face",shrinking violet,unknown,"vehicle to the family fleet of conventional cars . it definitely is not for the shrinking , you attract attention driving the solo , its very bright and in your face",shrinking violet,"vehicle to the family fleet of conventional cars . it definitely is not for the shrinking , you attract attention driving the solo , its very bright and in your face",shrinking violet,True,"vehicle to the family fleet of conventional cars . it definitely is not for the declining violet , you attract attention driving the solo , its very bright and in your face","[""vehicle to the family fleet of conventional cars . it definitely is not for the declining violet"", ""you attract attention driving the solo"", ""its very bright and in your face""]",vehicle to the family fleet of conventional cars . it definitely is not for the declining violet,3,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:shrinking violet,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:237,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,237,EN,,silver bullet,silver bullet,improve data resource quality . many of these approaches are simply the current wave of silver bullets that will not substantially resolve data disparity or improve data resource quality . the only,silver bullet,unknown,improve data resource quality . many of these approaches are simply the current wave of silver that will not substantially resolve data disparity or improve data resource quality . the only,silver bullets,improve data resource quality . many of these approaches are simply the current wave of silver that will not substantially resolve data disparity or improve data resource quality . the only,silver bullets,True,improve data resource quality . many of these approaches are simply the current wave of metal bullets that will not substantially resolve data disparity or improve data resource quality . the only,"[""improve data resource quality . many of these approaches are simply the current wave of metal bullets that will not substantially resolve data disparity or improve data resource quality . the only""]",improve data resource quality . many of these approaches are simply the current wave of metal bullets that will not substantially resolve data disparity or improve data resource quality . the only,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:silver bullet,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:238,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,238,EN,,silver lining,silver lining,"ah well , the silver lining is that her actions will be under much greater scruitiny than before .",silver lining,unknown,"ah well , the silver is that her actions will be under much greater scruitiny than before .",silver lining,"ah well , the silver is that her actions will be under much greater scruitiny than before .",silver lining,True,"ah well , the metal lining is that her actions will be under much greater scruitiny than before .","[""ah well"", ""the metal lining is that her actions will be under much greater scruitiny than before .""]",ah well,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:silver lining,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:239,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,239,EN,,silver screen,silver screen,the fourways built in the 1930 ' s a huge emporium to the delights of the silver screen ! after a few minutes moston lane bends to the right and ahead of us,silver screen,unknown,the fourways built in the 1930 ' s a huge emporium to the delights of the silver ! after a few minutes moston lane bends to the right and ahead of us,silver screen,the fourways built in the 1930 ' s a huge emporium to the delights of the silver ! after a few minutes moston lane bends to the right and ahead of us,silver screen,True,the fourways built in the 1930 ' s a huge emporium to the delights of the metal screen ! after a few minutes moston lane bends to the right and ahead of us,"[""the fourways built in the 1930 ' s a huge emporium to the delights of the metal screen ! after a few minutes moston lane bends to the right and ahead of us""]",the fourways built in the 1930 ' s a huge emporium to the delights of the metal screen ! after a few minutes moston lane bends to the right and ahead of us,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:silver screen,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:243,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,243,EN,,small fry,small fry,you are an inspiration to all of us other small fry affiliate marketers !,small fry,unknown,you are an inspiration to all of us other small affiliate marketers !,small fry,you are an inspiration to all of us other small affiliate marketers !,small fry,True,you are an inspiration to all of us other little fry affiliate marketers !,"[""you are an inspiration to all of us other little fry affiliate marketers !""]",you are an inspiration to all of us other little fry affiliate marketers !,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:small fry,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:244,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,244,EN,,smoke screen,smoke screen,escorting coastal craft and aircraft produced smoke screens to mask sweeping operations .,smoke screen,unknown,escorting coastal craft and aircraft produced smoke to mask sweeping operations .,smoke screens,escorting coastal craft and aircraft produced smoke to mask sweeping operations .,smoke screens,True,escorting coastal craft and aircraft produced fume screens to mask sweeping operations .,"[""escorting coastal craft and aircraft produced fume screens to mask sweeping operations .""]",escorting coastal craft and aircraft produced fume screens to mask sweeping operations .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:smoke screen,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:245,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,245,EN,,smoking gun,smoking gun,cause is often a breakdown in communication or record keeping and the hunt for the smoking gun ( the post - it - note on the job docket ) is the only way proof can be,smoking gun,unknown,cause is often a breakdown in communication or record keeping and the hunt for the smoking ( the post - it - note on the job docket ) is the only way proof can be,smoking gun,cause is often a breakdown in communication or record keeping and the hunt for the smoking ( the post - it - note on the job docket ) is the only way proof can be,smoking gun,True,cause is often a breakdown in communication or record keeping and the hunt for the smoky gun ( the post - it - note on the job docket ) is the only way proof can be,"[""cause is often a breakdown in communication or record keeping and the hunt for the smoky gun ( the post - it - note on the job docket ) is the only way proof can be""]",cause is often a breakdown in communication or record keeping and the hunt for the smoky gun ( the post - it - note on the job docket ) is the only way proof can be,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:smoking gun,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:247,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,247,EN,,snail mail,snail mail,"solution however that is no excuse for not answering the telephone , not replying to snail mail , not replying to online support request submissions and not replying to emails to the",snail mail,unknown,"solution however that is no excuse for not answering the telephone , not replying to snail , not replying to online support request submissions and not replying to emails to the",snail mail,"solution however that is no excuse for not answering the telephone , not replying to snail , not replying to online support request submissions and not replying to emails to the",snail mail,True,"solution however that is no excuse for not answering the telephone , not replying to gastropod mail , not replying to online support request submissions and not replying to emails to the","[""solution however that is no excuse for not answering the telephone"", ""not replying to gastropod mail"", ""not replying to online support request submissions and not replying to emails to the""]",solution however that is no excuse for not answering the telephone,3,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:snail mail,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:248,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,248,EN,,snake oil,snake oil,", fire eaters , prize fighters , acrobats , tumblers , strongmen , puppeteers , snake oil sellers and assorted other circus acts and quacks . crime , vice and violence flourished",snake oil,unknown,", fire eaters , prize fighters , acrobats , tumblers , strongmen , puppeteers , snake sellers and assorted other circus acts and quacks . crime , vice and violence flourished",snake oil,", fire eaters , prize fighters , acrobats , tumblers , strongmen , puppeteers , snake sellers and assorted other circus acts and quacks . crime , vice and violence flourished",snake oil,True,", fire eaters , prize fighters , acrobats , tumblers , strongmen , puppeteers , serpent oil sellers and assorted other circus acts and quacks . crime , vice and violence flourished","[""fire eaters"", ""prize fighters"", ""acrobats"", ""tumblers"", ""strongmen"", ""puppeteers"", ""serpent oil sellers and assorted other circus acts and quacks . crime"", ""vice and violence flourished""]",fire eaters,8,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:snake oil,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:249,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,249,EN,,social insurance,social insurance,"social insurance and national assistance organised by the state are designed to guarantee , on condition of service , a basic income for subsistence .",social insurance,unknown,"social and national assistance organised by the state are designed to guarantee , on condition of service , a basic income for subsistence .",social insurance,"social and national assistance organised by the state are designed to guarantee , on condition of service , a basic income for subsistence .",social insurance,True,"civil insurance and national assistance organised by the state are designed to guarantee , on condition of service , a basic income for subsistence .","[""civil insurance and national assistance organised by the state are designed to guarantee"", ""on condition of service"", ""a basic income for subsistence .""]",civil insurance and national assistance organised by the state are designed to guarantee,3,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:social insurance,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:250,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,250,EN,,sound judgement,sound judgement,they will deal with all situations tactfully and with sound judgement .,sound judgement,unknown,they will deal with all situations tactfully and with sound .,sound judgement,they will deal with all situations tactfully and with sound .,sound judgement,True,they will deal with all situations tactfully and with reasonable judgement .,"[""they will deal with all situations tactfully and with reasonable judgement .""]",they will deal with all situations tactfully and with reasonable judgement .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:sound judgement,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:251,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,251,EN,,sparkling water,sparkling water,i make fizzy drinks by mixing juice with sparkling water .,sparkling water,unknown,i make fizzy drinks by mixing juice with sparkling .,sparkling water,i make fizzy drinks by mixing juice with sparkling .,sparkling water,True,i make fizzy drinks by mixing juice with starry water .,"[""i make fizzy drinks by mixing juice with starry water .""]",i make fizzy drinks by mixing juice with starry water .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:sparkling water,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:254,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,254,EN,,spelling bee,spelling bee,"primarily with family and relatives or at church . activities such as penny readings , spelling bees and magic lantern shows were common forms of entertainment . occasionally travelling theatre groups would",spelling bee,unknown,"primarily with family and relatives or at church . activities such as penny readings , spelling and magic lantern shows were common forms of entertainment . occasionally travelling theatre groups would",spelling bees,"primarily with family and relatives or at church . activities such as penny readings , spelling and magic lantern shows were common forms of entertainment . occasionally travelling theatre groups would",spelling bees,True,"primarily with family and relatives or at church . activities such as penny readings , ortographic bees and magic lantern shows were common forms of entertainment . occasionally travelling theatre groups would","[""primarily with family and relatives or at church . activities such as penny readings"", ""ortographic bees and magic lantern shows were common forms of entertainment . occasionally travelling theatre groups would""]",primarily with family and relatives or at church . activities such as penny readings,2,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:spelling bee,,train
ncimp:data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv:255,ncimp,data/raw/ncimp/Finding-Idiomaticity-in-Word-Representations/dataset/EN/naturalistics_examplesent1.csv,255,EN,,spinning jenny,spinning jenny,scotch cotton mill . again in 1792 william kelly of new lanark introduced the mechanically - moved spinning jenny . in 1793 james louis robertson introduced the power loom . in 1795 archibald buchanan,spinning jenny,unknown,scotch cotton mill . again in 1792 william kelly of new lanark introduced the mechanically - moved spinning . in 1793 james louis robertson introduced the power loom . in 1795 archibald buchanan,spinning jenny,scotch cotton mill . again in 1792 william kelly of new lanark introduced the mechanically - moved spinning . in 1793 james louis robertson introduced the power loom . in 1795 archibald buchanan,spinning jenny,True,scotch cotton mill . again in 1792 william kelly of new lanark introduced the mechanically - moved rotating jenny . in 1793 james louis robertson introduced the power loom . in 1795 archibald buchanan,"[""scotch cotton mill . again in 1792 william kelly of new lanark introduced the mechanically - moved rotating jenny . in 1793 james louis robertson introduced the power loom . in 1795 archibald buchanan""]",scotch cotton mill . again in 1792 william kelly of new lanark introduced the mechanically - moved rotating jenny . in 1793 james louis robertson introduced the power loom . in 1795 archibald buchanan,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,ncimp::EN::UNKNOWN::UNKNOWN::UNKNOWN::True,ncimp:EN:spinning jenny,,train
