uid,target,sentence,reason
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:738,,Two NATO soldiers killed in Afghanistan,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:739,,"Stars form in star-formation regions, which itself develop from molecular clouds.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:740,,"As others have said, ""ten of six"", though not used in many English speaking areas, would be understood as 5:50.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:741,,"Same here, I've the 50mm f/1.4, and as my fastest lens I couldn't live without it for concerts and low-light photography.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:742,,"In a gym, the toprope will be wrapped over a cylindrical bar.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:743,,"The short answer is that yes, you can do this.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:744,,A guy is playing hackysack,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:745,,The answer will depend significantly on what country you're traveling to.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:746,,"Kyoto, at least does, as described here: JR Kyoto Station.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:747,,"Hassoun to Mauritanian delegation: conspiracy imposed on Syria targets its stances, particularly over Palestine",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:748,,Running downhill is the BEST way to strengthen your quad muscles.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:749,,"Police believe Wilson shot Reynolds, then her mother once in the head before fatally turning the gun on herself.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:750,,Cardinals enter Vatican for historic vote,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:751,,A man at a farmers market.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:752,,Two brown horses standing in grassy field.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:753,,A hockey player looks intently downward.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:754,,To no extent at all is the wars in the middle east caused by trade making the area heterogeneous.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:755,,Eurozone agrees to lend Spain up to $125 billion,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:756,,A child runs into and out of the ocean waves.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:757,,A man is jumping into water.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:758,,"Gainer said the two staff aides are ""very sorry this all happened,"" and the security personnel had performed ""well within standards.""",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:759,,Looks like you've rediscovered Jaspers's concept of the Axial Age.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:760,,He later learned that the incident was caused by the Concorde's sonic boom.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:761,,"""We hope all parties will continue to make efforts and continue the process of dialogue,"" the Chinese Foreign Ministry said in a statement.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:762,,A man plays a guitar.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:763,,A black and white photo of a bottle sitting atop a rock carving in front of a line of bushes.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:764,,Two dogs fighting in the snow.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:765,,"I have a few Nikon lenses, and a Sigma 10-20mm for super-wide shots.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:766,,China detains city workers after fruit seller dies,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:767,,A woman cuts up some vegetables.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:768,,A black train moves down the tracks.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:769,,Putin hailed Saudi Arabia as ``one of the most important Muslim nations.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:770,,"This does not fully answer your question, but it is certainly one consideration.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:771,,I can only think of context using insofar as or insofar that.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:772,,A man playing the violin in the rain.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:773,,Two people in snowsuits laying in the snow making snow angels,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:774,,"Leaving aside heath care angle, you are working from a flawed premise that waging war doesn't save lives.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:775,,"Families stuck on the highway remained in their cars, and used their cell phones to call home.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:776,,Three men are playing guitars.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:777,,The four women are practicing for a upcoming match.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:778,,"Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday, but it turned out to be an animal bone, authorities said.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:779,,A man and woman are eating at a table.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:780,,A skateboarder jumps off the stairs.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:781,,An embolism in a medical context refers to any large moving mass or defect in the blood stream.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:782,,"Generally, almost wherever I go, I find it's easiest to get money out of the ATM.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:783,,"Both of our children slept in a portable pen for at least their first year, and there were no problems.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:784,,Kenya Supreme Court upholds election result,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:785,,A doubly decker red bus driving down the road.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:786,,China strives to avoid economic traps,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:787,,"Police then called a bomb squad, but the device exploded, killing Wells, before bomb technicians arrived.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:788,,I disagree with Josh Bruce on some of his tips.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:789,,A man is riding on a horse.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:790,,"At the highest level, a pace setter helps ensure they meet their game plan for the race exactly.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:791,,"""It's a major victory for Maine, and it's a major victory for other states.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:792,,Asteroids are what are called minor planets - small inner solar system rocky bodies.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:793,,Nelson Mandela taken to hospital,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:794,,A man is cutting a potato.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:795,,"Mr. Bush had sought to store his papers in his father's presidential library, where they would have stayed secret for a half-century.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:796,,There is a very full description of the various types of hormone rooting compound here.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:797,,UN Chemical Weapons Experts to Visit Syria,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:798,,The best way to clear your head after a study session is by taking on a vigorous physical exercise (min.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:799,,Sly Stallone's Sone Sage Found Dead in LA,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:800,,Iran backs proposal for meeting on Syria conflict,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:801,,"Russia, China veto UN resolution on Syria endorsing",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:802,,Japan falls silent to mark 311 tragedy,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:803,,"The time was about 4 a.m. on March 18, just hours before the first pinpoint missiles rained down on the capital.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:804,,"If I understand you correctly, you are looking for a hypernym of inclusion and exclusion.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:805,,A young girl in a pink jacket is playing a board game.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:806,,The man and two young boys jump on a trampoline.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:807,,A guy is riding a horse.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:808,,Just about anything can be grown indoors without natural sunlight.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:809,,"We just addressed this recently, and the excellent answer suggested was guillemets.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:810,,A class 6 card in theory should be more than enough bandwidth for HD (1080) video for the 550D (48 MBit).,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:811,,I once met a physicists who held the strong AI position.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:812,,Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites).,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:813,,This looks a lot like an invitation to a No True Scottsman argument.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:814,,"While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:815,,I visit AZ every summer and include some hikes in the desert when I'm there.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:816,,He claims it may seem unrealistic only because little effort has been devoted to the concept.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:817,,Four girls in swimsuits are playing volleyball at the beach.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:818,,A woman is cutting some herbs.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:819,,A black and white dog is running in a grassy garden surrounded by a white fence.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:820,,Clean the urinated zone with vinegar (I used to do that when my feline daughter was a baby kitten).,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:821,,A woman peels a potato.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:822,,"Properly executed weight training will increase, not decrease, your flexibility and mobility.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:823,,I recently stumbled on a great article that talks about protein consumption for the purposes of building muscle (recovery included).,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:824,,New video shows US police officers beating mentally-ill man,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:825,,"Zipf’s law, as I understand it, is not really about languages, but about statistics and probability.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:826,,"Clinton: US, Europe must do more against tyrants",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:827,,Black and white image of a wave crashing in the ocean.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:828,,"RT Jones analyst Juli Niemann said Grant was ""the one we were all pulling for.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:829,,A group wading across a witch,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:830,,The two men are wearing jeans.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:831,,"Boy, 14, arrested for sex attacks around a university campus",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:832,,"This may be overly obvious, but in American English, saying ""you're welcome"" is certainly polite and standard.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:833,,A woman is relaxing in a bath tub.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:834,,"If you arecomming from the non-linguistics environment, the best book is to start with Is Fromkin, Introduction to language.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:835,,the back of a stop sign with many stickers on it.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:836,,Saudi gas truck blast kills at least 22,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:837,,two young girls hug each other in the grass.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:838,,A black dog is chasing two birds on the shore of the ocean.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:839,,Brooks pleads not guilty to hacking charges,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:840,,A woman walking down the side of a highway.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:841,,Two gray dogs run together over the green grass.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:842,,I just hold the cheese closer to the edge away from the grater.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:843,,"By Sunday night, the fires had blackened 277,000 acres, hundreds of miles apart.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:844,,Elephants are walking down a trail.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:845,,Two men are sitting in the room.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:846,,Obama endorses same-sex marriage,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:847,,Israel 'bombs' Syria as envoy presses peace talks bid,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:848,,"It will cost about $20,000 per eight-week course of treatment, comparable to other injected cancer therapies, a spokeswoman said.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:849,,"Breed Zebra Danios are extremely hardy fish, they are almost difficult to kill.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:850,,A possibility is to have a family meeting with the stated goal of working out the reward(s) for chores.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:851,,"Websites battle nasty comments, anonymity",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:852,,The effort is the Bush administration's latest effort to expand the role of religious organizations in government services.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:853,,I'd be more inclined to believe that it's some sort of ring world.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:854,,Egypt arrests Muslim Brotherhood leader Badie,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:855,,He was arrested Tuesday night at a northwest Atlanta tire shop after a national manhunt.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:856,,"Roy Moore, the suspended chief justice of the Alabama Supreme Court, stood accused but unrepentant Wednesday in the same courtroom he recently presided over.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:857,,A man on a motorcycle performing a wheelie.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:858,,"Currently I've got a fairly close to purely digital GTD setup, although this could do with some refinements and tweaks.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:859,,There is a older man near a window.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:860,,A woman is putting on sun glasses.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:861,,I think 90 days is the absolute most you can plan out in a single time period.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:862,,32 die in Bangladesh protest,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:863,,A man doing a wheelie on a mountain bike.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:864,,A man is skating down a set of stairs.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:865,,Afghan legislators approve new election law,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:866,,"Former South African Archbishop Desmond Tutu said Sunday he did not see what ""all the fuss"" was over appointing a gay bishop, but urged homosexual clergy to remain celibate.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:867,,A group of people are at a convention waving American flags.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:868,,A man is finding something.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:869,,I have never read anything that said teethers were bad--where did you read that?,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:870,,Iran warns Moscow nuclear talks could stall,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:871,,A parrot is talking.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:872,,"Shares of Halliburton fell 71 cents, or 3 percent, to close at $21.59 yesterday on the New York Stock Exchange.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:873,,Men are fighting after a basketball game.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:874,,Germans account for more than 40 percent of foreign visitors coming to Italy.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:875,,This depends on the shelf life of the cultivar of tomato you purchased.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:876,,"""We're going to do everything in our power to get money back to ratepayers as quickly as possible,"" Kennedy said.",empty_sentence_or_target
